"North Atlantic Imports, LLC",,,,,,,,,,,,,,,,,,,,,
NAI,,,,,,,,,,,,,,,,,,,,,
Custom Stock Ledger MTD Xudong,,,,,,,,,,,,,,,,,,,,,
"October 1, 2021 - October 25, 2021",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item ,Location ,Description ,Class ,Department ,Subsidiary ,Beginning Inv Qty On-hand ,Beginning Average Cost ,Beginning Inv On-hand Value ,Receipts ,Other Inv Inputs ,Total Input Quantity ,Value of Inputs ,Last Receipt Date ,Sales ,Other Inv Outputs ,Total Output Quantity ,Value of Outputs ,LAST SALES DATE ,Ending Inv Qty On-hand ,Ending Average Cost ,Ending Inv On-hand Value 
RP 80114,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,146,$0.00 ,$0.00 ,,,,,,,,,,,146,$0.00 ,$0.00 
RP 80120,BPUT1,RP 80120 Surround Table Hitch Pin,RPS - Replacement Parts,- No Department -,NAI,46,$0.00 ,$0.00 ,,,,,,,,,,,46,$0.00 ,$0.00 
RP 80121,BPUT1,Short Back Left Thermal Baffle for converting the Surround table to be compatible with Rear Grease Units.,RPS - Replacement Parts,- No Department -,NAI,9,$0.00 ,$0.00 ,,,,,,,,,,,9,$0.00 ,$0.00 
RP 80122,BPUT1,Short Back Right Thermal Baffle for converting the Surround table to be compatible with Rear Grease Units.,RPS - Replacement Parts,- No Department -,NAI,11,$0.00 ,$0.00 ,,,,,,,,,,,11,$0.00 ,$0.00 
RP 80202,BPUT1,M4 x10 Screw(Hard cover Screw),RPS - Replacement Parts,- No Department -,NAI,"10,420",$0.00 ,$0.00 ,0,"2,249","2,249",$0.00 ,,219,0,219,$0.00 ,10/22/2021,"12,450",$0.00 ,$0.00 
RP 80203,BPUT1,"RP 80203 Hard Cover Hanging Brackets used on the 50"", 36"", & 28"" Hard Covers.",RPS - Replacement Parts,- No Department -,NAI,15,$0.00 ,$0.00 ,0,9,9,$0.00 ,,23,0,23,$0.00 ,10/20/2021,1,$0.00 ,$0.00 
RP 80204,BPUT1,"RP 80204, M4 Nut",- No Class -,- No Department -,NAI,452,$0.00 ,$0.00 ,0,430,430,$0.00 ,,42,0,42,$0.00 ,10/15/2021,840,$0.00 ,$0.00 
RP 80210,BPUT1,"Grey Powder Coat 36"" hard cover (no handles or hanging brackets)",RPS - Replacement Parts,- No Department -,NAI,14,$0.00 ,$0.00 ,,,,,,,,,,,14,$0.00 ,$0.00 
RP 80210,BPUT2,"Grey Powder Coat 36"" hard cover (no handles or hanging brackets)",RPS - Replacement Parts,- No Department -,NAI,36,$0.00 ,$0.00 ,,,,,,,,,,,36,$0.00 ,$0.00 
RP 80211,Transit,RP 80211 Tall Hard Cover Handle,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,800,0,800,$0.00 ,10/16/2021,0,0,0,$0.00 ,,800,$0.00 ,$0.00 
RP 80211,BPUT1,RP 80211 Tall Hard Cover Handle,RPS - Replacement Parts,- No Department -,NAI,29,$0.00 ,$0.00 ,0,49,49,$0.00 ,,45,0,45,$0.00 ,10/22/2021,33,$0.00 ,$0.00 
RP 80219,BPUT1,RP 80219 1818 Hard Cover Hanging Bracket,RPS - Replacement Parts,- No Department -,NAI,241,$0.00 ,$0.00 ,,,,,,,,,,,241,$0.00 ,$0.00 
RP 80228,BPUT1,"RP 80228-28"" Hard Cover Main Piece",- No Class -,- No Department -,NAI,42,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/15/2021,41,$0.00 ,$0.00 
RP 80236,Transit,"RP 80236 36"" Hard Cover Main Cover Piece ONLY",RPS - Replacement Parts,- No Department -,NAI,4,$0.00 ,$0.00 ,,,,,,,,,,,4,$0.00 ,$0.00 
RP 80236,BPUT2,"RP 80236 36"" Hard Cover Main Cover Piece ONLY",RPS - Replacement Parts,- No Department -,NAI,32,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,7,7,$0.00 ,,25,$0.00 ,$0.00 
RP 80236,BPUT1,"RP 80236 36"" Hard Cover Main Cover Piece ONLY",RPS - Replacement Parts,- No Department -,NAI,13,$0.00 ,$0.00 ,0,8,8,$0.00 ,,14,2,16,$0.00 ,10/22/2021,5,$0.00 ,$0.00 
RP 80301,BPUT2,"Griddle Stand Base Stripped (frame only - no orange panel, no legs)",RPS - Replacement Parts,- No Department -,NAI,60,$0.00 ,$0.00 ,,,,,,,,,,,60,$0.00 ,$0.00 
RP 80301,BPUT1,"Griddle Stand Base Stripped (frame only - no orange panel, no legs)",RPS - Replacement Parts,- No Department -,NAI,12,$0.00 ,$0.00 ,0,0,0,$0.00 ,,7,0,7,$0.00 ,10/20/2021,5,$0.00 ,$0.00 
RP 80302,BPUT1,"RP 80302 22""/17"" Large Shelf Washer",RPS - Replacement Parts,- No Department -,NAI,355,$0.00 ,$0.00 ,0,446,446,$0.00 ,,2,4,6,$0.00 ,10/20/2021,795,$0.00 ,$0.00 
RP 80307,BPUT1,"RP 80307 22""/17"" Small Shelf Washer",RPS - Replacement Parts,- No Department -,NAI,220,$0.00 ,$0.00 ,0,12,12,$0.00 ,,6,0,6,$0.00 ,10/20/2021,226,$0.00 ,$0.00 
RP 80309,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,41,$0.00 ,$0.00 ,0,0,0,$0.00 ,,6,26,32,$0.00 ,10/15/2021,9,$0.00 ,$0.00 
RP 80310,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,102,$0.00 ,$0.00 ,0,0,0,$0.00 ,,10,22,32,$0.00 ,10/21/2021,70,$0.00 ,$0.00 
RP 80400,BPUT1,RP 80400 -- 17 Inch Hood Base,- No Class -,- No Department -,NAI,3,$0.00 ,$0.00 ,,,,,,,,,,,3,$0.00 ,$0.00 
RP 80401,BPUT1,"RP 80401 17""/22""/28"" Hood Handle",RPS - Replacement Parts,- No Department -,NAI,311,$0.00 ,$0.00 ,0,23,23,$0.00 ,,18,0,18,$0.00 ,10/21/2021,316,$0.00 ,$0.00 
RP 80402,BPUT1,RP 80402 M6x15 Screws,RPS - Replacement Parts,- No Department -,NAI,"4,337",$0.00 ,$0.00 ,0,12,12,$0.00 ,,118,0,118,$0.00 ,10/22/2021,"4,231",$0.00 ,$0.00 
RP 80403,BPUT1,"black/silver Screws used to attach the hood to the 22"" units that did not come with screws and instead came riveted.",RPS - Replacement Parts,- No Department -,NAI,328,$0.00 ,$0.00 ,0,477,477,$0.00 ,,29,0,29,$0.00 ,10/22/2021,776,$0.00 ,$0.00 
RP 80404,BPUT1,"RP 80404 Nut for attaching the hood on the 22""",RPS - Replacement Parts,- No Department -,NAI,306,$0.00 ,$0.00 ,0,72,72,$0.00 ,,12,0,12,$0.00 ,10/21/2021,366,$0.00 ,$0.00 
RP 80502,BPUT1,RP 80502 --1948 Bottom Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,31,31,$0.00 ,,6,25,31,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80502,BPUT2,RP 80502 --1948 Bottom Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,25,25,$0.00 ,,0,1,1,$0.00 ,,24,$0.00 ,$0.00 
RP 80502,Transit,RP 80502 --1948 Bottom Panel,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80503,Transit,RP 80503 -- 1948 Left Side Shelf,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80503,BPUT1,RP 80503 -- 1948 Left Side Shelf,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,33,33,$0.00 ,,6,27,33,$0.00 ,10/20/2021,0,$0.00 ,$0.00 
RP 80503,BPUT2,RP 80503 -- 1948 Left Side Shelf,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,27,27,$0.00 ,,0,3,3,$0.00 ,,24,$0.00 ,$0.00 
RP 80504,BPUT1,RP 80504 -- 1948 Right Side Shelf,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,38,38,$0.00 ,,11,25,36,$0.00 ,10/21/2021,2,$0.00 ,$0.00 
RP 80504,BPUT2,RP 80504 -- 1948 Right Side Shelf,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,25,25,$0.00 ,,0,8,8,$0.00 ,,17,$0.00 ,$0.00 
RP 80504,Transit,RP 80504 -- 1948 Right Side Shelf,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80506,BPUT1,RP 80506 -- 1948 Hood,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,28,0,28,$0.00 ,10/13/2021,2,$0.00 ,$0.00 
RP 80506,Transit,RP 80506 -- 1948 Hood,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,30,0,30,"$5,190.00 ",10/16/2021,0,30,30,$0.00 ,,30,$173.00 ,"$5,190.00 "
RP 80511,BPUT1,RP 80511 -- 1948 Drawer Handles,- No Class -,- No Department -,NAI,7,$0.00 ,$0.00 ,0,0,0,$0.00 ,,4,0,4,$0.00 ,10/21/2021,3,$0.00 ,$0.00 
RP 80512,BPUT1,RP 80512 -- 1948 Right Leg Assembly,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,2,28,30,$0.00 ,10/11/2021,0,$0.00 ,$0.00 
RP 80512,Transit,RP 80512 -- 1948 Right Leg Assembly,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80512,BPUT2,RP 80512 -- 1948 Right Leg Assembly,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,28,28,$0.00 ,,0,0,0,$0.00 ,,28,$0.00 ,$0.00 
RP 80513,Transit,PIP-DO NOT ORDER(Was 1948 Drawer Rail)Order RP 91041,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,30,0,30,$0.00 ,10/16/2021,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 80514,Transit,RP 80514 -- 1948 Bottom Drawer Face,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80514,BPUT2,RP 80514 -- 1948 Bottom Drawer Face,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,26,26,$0.00 ,,0,4,4,$0.00 ,,22,$0.00 ,$0.00 
RP 80514,BPUT1,RP 80514 -- 1948 Bottom Drawer Face,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,34,34,$0.00 ,,7,26,33,$0.00 ,10/19/2021,1,$0.00 ,$0.00 
RP 80516,BPUT2,RP 80516 -- 1948 Drawer Right Support,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,28,28,$0.00 ,,0,1,1,$0.00 ,,27,$0.00 ,$0.00 
RP 80516,BPUT1,RP 80516 -- 1948 Drawer Right Support,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,31,31,$0.00 ,,3,28,31,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80516,Transit,RP 80516 -- 1948 Drawer Right Support,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80517,BPUT1,RP 80517 -- 1948 PSS Drain Connection,- No Class -,- No Department -,NAI,"5,863",$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,0,2,$0.00 ,10/21/2021,"5,861",$0.00 ,$0.00 
RP 80518,Transit,RP 80518 -- 1948 Top Drawer Panel,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80518,BPUT1,RP 80518 -- 1948 Top Drawer Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,45,45,$0.00 ,,22,15,37,$0.00 ,10/21/2021,8,$0.00 ,$0.00 
RP 80518,BPUT2,RP 80518 -- 1948 Top Drawer Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,15,15,$0.00 ,,0,15,15,$0.00 ,,0,$0.00 ,$0.00 
RP 80519,BPUT2,RP 80519 -- 1948 Bottom Drawer,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,21,21,$0.00 ,,0,6,6,$0.00 ,,15,$0.00 ,$0.00 
RP 80519,BPUT1,RP 80519 -- 1948 Bottom Drawer,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,36,36,$0.00 ,,15,21,36,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80519,Transit,RP 80519 -- 1948 Bottom Drawer,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80522,Transit,RP 80522 -- 1948 Plug,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80522,BPUT1,RP 80522 -- 1948 Plug,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,60,60,$0.00 ,,13,0,13,$0.00 ,10/14/2021,47,$0.00 ,$0.00 
RP 80532,BPUT1,RP 80532 -- M4x30 Bolt (Ni. Plated),- No Class -,- No Department -,NAI,2,$0.00 ,$0.00 ,,,,,,,,,,,2,$0.00 ,$0.00 
RP 80533,BPUT1,RP 80533 -- M4 Locking Nut,- No Class -,- No Department -,NAI,24,$0.00 ,$0.00 ,,,,,,,,,,,24,$0.00 ,$0.00 
RP 80534,BPUT1,RP 80534 -- M4 Gasket,- No Class -,- No Department -,NAI,22,$0.00 ,$0.00 ,,,,,,,,,,,22,$0.00 ,$0.00 
RP 80535,BPUT1,RP 80535 --1948 Logo Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 80535,Transit,RP 80535 --1948 Logo Panel,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80537,Transit,RP 80537 -- 1948 Left Side Shelf Front Bracket,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80537,BPUT1,RP 80537 -- 1948 Left Side Shelf Front Bracket,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,16,0,16,$0.00 ,10/19/2021,14,$0.00 ,$0.00 
RP 80539,BPUT1,RP 80539-- 1948 Left Side Shelf Rear Bracket,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,90,90,$0.00 ,,16,0,16,$0.00 ,10/19/2021,74,$0.00 ,$0.00 
RP 80539,Transit,RP 80539-- 1948 Left Side Shelf Rear Bracket,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80541,BPUT2,RP 80541 -- 1948 Faucet Adapter,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"5,900","5,900",$0.00 ,,0,0,0,$0.00 ,,"5,900",$0.00 ,$0.00 
RP 80541,BPUT1,RP 80541 -- 1948 Faucet Adapter,- No Class -,- No Department -,NAI,40,$0.00 ,$0.00 ,0,"5,900","5,900",$0.00 ,,2,"5,900","5,902",$0.00 ,10/14/2021,38,$0.00 ,$0.00 
RP 80541,Transit,RP 80541 -- 1948 Faucet Adapter,- No Class -,- No Department -,NAI,"5,900",$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,"5,900","5,900",$0.00 ,,0,$0.00 ,$0.00 
RP 80547,BPUT1,RP 80547 -- 1948 Garbage Bag Holder,- No Class -,- No Department -,NAI,23,$0.00 ,$0.00 ,,,,,,,,,,,23,$0.00 ,$0.00 
RP 80551,BPUT1,RP 80551 -- 1948 Left Rear Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,34,34,$0.00 ,,14,20,34,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80551,BPUT2,RP 80551 -- 1948 Left Rear Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,20,20,$0.00 ,,0,4,4,$0.00 ,,16,$0.00 ,$0.00 
RP 80551,Transit,RP 80551 -- 1948 Left Rear Panel,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80552,BPUT1,RP 80552 -- 1948 Right Rear Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,33,33,$0.00 ,,5,28,33,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80552,Transit,RP 80552 -- 1948 Right Rear Panel,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80552,BPUT2,RP 80552 -- 1948 Right Rear Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,28,28,$0.00 ,,0,3,3,$0.00 ,,25,$0.00 ,$0.00 
RP 80553,BPUT1,RP 80553 -- 1948 Hinge,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,12,0,12,$0.00 ,10/13/2021,18,$0.00 ,$0.00 
RP 80553,Transit,RP 80553 -- 1948 Hinge,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80559,BPUT1,RP 80559 -- 1948 Paper Towel Holder,- No Class -,- No Department -,NAI,19,$0.00 ,$0.00 ,,,,,,,,,,,19,$0.00 ,$0.00 
RP 80560,BPUT1,RP 80560 -- 1948 Seasoning Box Assembly,- No Class -,- No Department -,NAI,28,$0.00 ,$0.00 ,,,,,,,,,,,28,$0.00 ,$0.00 
RP 80561,BPUT1,RP 80561 -- 1948 Seasoning Box,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,,,,,,,,,,,30,$0.00 ,$0.00 
RP 80562,BPUT1,RP 80562 -- 1948 Seasoning Box Lid,- No Class -,- No Department -,NAI,21,$0.00 ,$0.00 ,,,,,,,,,,,21,$0.00 ,$0.00 
RP 80563,BPUT1,RP 80563 -- 1948 Seasoning Box Rack,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,1,0,1,$0.00 ,10/12/2021,29,$0.00 ,$0.00 
RP 80563,Transit,RP 80563 -- 1948 Seasoning Box Rack,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80564,BPUT1,RP 80564 -- 1948 Badge,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,,,,,,,,,,,30,$0.00 ,$0.00 
RP 80565,BPUT1,RP 80565 -- 1948 Door Handle,- No Class -,- No Department -,NAI,18,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/7/2021,17,$0.00 ,$0.00 
RP 80570,BPUT1,RP 80570 -- 1948 Sink,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,31,31,$0.00 ,,4,27,31,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80570,BPUT2,RP 80570 -- 1948 Sink,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,27,27,$0.00 ,,0,1,1,$0.00 ,,26,$0.00 ,$0.00 
RP 80570,Transit,RP 80570 -- 1948 Sink,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80571,Transit,RP 80571 -- 1948 Faucet Base,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80571,BPUT1,RP 80571 -- 1948 Faucet Base,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,6,0,6,$0.00 ,10/13/2021,24,$0.00 ,$0.00 
RP 80574,Transit,RP 80574 -- 1948 Fixed Wheel Rack,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80574,BPUT1,RP 80574 -- 1948 Fixed Wheel Rack,- No Class -,- No Department -,NAI,2,$0.00 ,$0.00 ,0,30,30,$0.00 ,,0,0,0,$0.00 ,,32,$0.00 ,$0.00 
RP 80575,BPUT1,RP 80575 -- 1948 Door Magnetic,- No Class -,- No Department -,NAI,27,$0.00 ,$0.00 ,,,,,,,,,,,27,$0.00 ,$0.00 
RP 80576,Transit,RP 80576 -- 1948 Spacing Boards,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80576,BPUT1,RP 80576 -- 1948 Spacing Boards,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,5,0,5,$0.00 ,10/12/2021,25,$0.00 ,$0.00 
RP 80577,BPUT1,RP 80577 -- 1948 Small Drawer,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,58,58,$0.00 ,,9,28,37,$0.00 ,10/14/2021,21,$0.00 ,$0.00 
RP 80577,Transit,RP 80577 -- 1948 Small Drawer,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80577,BPUT2,RP 80577 -- 1948 Small Drawer,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,28,28,$0.00 ,,0,28,28,$0.00 ,,0,$0.00 ,$0.00 
RP 80579,BPUT1,RP 80579 -- 1948 Door,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,45,45,$0.00 ,,23,15,38,$0.00 ,10/19/2021,7,$0.00 ,$0.00 
RP 80579,Transit,RP 80579 -- 1948 Door,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80579,BPUT2,RP 80579 -- 1948 Door,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,15,15,$0.00 ,,0,15,15,$0.00 ,,0,$0.00 ,$0.00 
RP 80580,BPUT1,RP 80580 --1948 Left Leg Assembly,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,33,33,$0.00 ,,5,28,33,$0.00 ,10/20/2021,0,$0.00 ,$0.00 
RP 80580,BPUT2,RP 80580 --1948 Left Leg Assembly,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,28,28,$0.00 ,,0,3,3,$0.00 ,,25,$0.00 ,$0.00 
RP 80580,Transit,RP 80580 --1948 Left Leg Assembly,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80590,BPUT1,RP 80590 -- 1948 Paper Towel Bracket,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,6,0,6,$0.00 ,10/13/2021,24,$0.00 ,$0.00 
RP 80590,Transit,RP 80590 -- 1948 Paper Towel Bracket,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80591,Transit,RP 80591 -- 1948 SUS Hinge Reinforce Sheet,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80591,BPUT1,RP 80591 -- 1948 SUS Hinge Reinforce Sheet,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 80592,BPUT2,RP 80592 -- 1948 Main Table(SUS Main Panel),- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,25,25,$0.00 ,,0,25,25,$0.00 ,,0,$0.00 ,$0.00 
RP 80592,BPUT1,RP 80592 -- 1948 Main Table(SUS Main Panel),- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,55,55,$0.00 ,,10,25,35,$0.00 ,10/21/2021,20,$0.00 ,$0.00 
RP 80592,Transit,RP 80592 -- 1948 Main Table(SUS Main Panel),- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80594,BPUT1,RP 80594 -- 1948 Lid Buckle Lower,- No Class -,- No Department -,NAI,16,$0.00 ,$0.00 ,,,,,,,,,,,16,$0.00 ,$0.00 
RP 80595,BPUT1,RP 80595 -- 1948 Lid Buckle Upper,- No Class -,- No Department -,NAI,17,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,0,1,$0.00 ,10/6/2021,16,$0.00 ,$0.00 
RP 80598,Transit,RP 80598 -- 1948 LED Support Panel,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80598,BPUT1,RP 80598 -- 1948 LED Support Panel,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,7,0,7,$0.00 ,10/14/2021,23,$0.00 ,$0.00 
RP 80599,BPUT1,RP 80599 -- 1948 Insert Sheet,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,31,31,$0.00 ,,5,26,31,$0.00 ,10/19/2021,0,$0.00 ,$0.00 
RP 80599,Transit,RP 80599 -- 1948 Insert Sheet,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80599,BPUT2,RP 80599 -- 1948 Insert Sheet,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,26,26,$0.00 ,,0,1,1,$0.00 ,,25,$0.00 ,$0.00 
RP 80604,Transit,RP 80604 -- 1961 Side Table Assembly,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,10,0,10,$0.00 ,10/16/2021,0,0,0,$0.00 ,,10,$0.00 ,$0.00 
RP 80605,BPUT1,RP 80605 -- 1961 Main Table Left Leg Assembly,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$0.00 ,,0,0,0,$0.00 ,,30,$0.00 ,$0.00 
RP 80605,Transit,RP 80605 -- 1961 Main Table Left Leg Assembly,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
RP 80606,Transit,RP 80606 -- 1961 Lid Assembly,- No Class -,- No Department -,NAI,30,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,30,30,$0.00 ,,0,$0.00 ,$0.00 
