Day of Date Created,Name,Purchase Order,Ship Date,Item,Quantity,Destination,Requested Ship Date,Booked,Customer PO,Name,Expected Receipt Date,Status,unit_cost,Blanket PO
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5327,492,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.78,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5329,564,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,2.22,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5330,1500,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,1.1,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5393,414,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,1.2,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5324,222,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,11.97,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5438,212,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5436,340,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.44,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5401,168,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,8.69,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5326,170,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,11.66,No
9/10/2021,VL (HK) LIMITED,PO16564,10/25/2021,5322,800,,,,147808443,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,12.19,No
9/10/2021,Shining Era Enterprise Limited,PO16565,12/3/2021,1899,175,,,,16437547,Fred Meyer Inc DBA Kroger IMPORT,2/13/2022,Pending Receipt,156,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5437,564,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,7.2,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5404,564,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,8.4,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5323,616,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.28,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5327,272,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.78,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5329,312,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,2.22,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5330,830,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,1.1,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5393,816,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,1.2,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5324,440,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,11.97,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5300,112,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4.58,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5438,88,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5436,140,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.44,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5401,336,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,8.69,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5425,204,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.21,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5322,590,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,12.19,No
9/10/2021,VL (HK) LIMITED,PO16566,10/27/2021,5602,192,,,,147808433,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.6,No
9/10/2021,VL (HK) LIMITED,PO16567,12/8/2021,5404,2112,,,,147808474,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,8.4,No
9/10/2021,VL (HK) LIMITED,PO16567,12/8/2021,5300,2272,,,,147808474,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4.58,No
9/10/2021,VL (HK) LIMITED,PO16567,12/8/2021,5438,784,,,,147808474,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4,No
9/10/2021,VL (HK) LIMITED,PO16567,12/8/2021,5436,1288,,,,147808474,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.44,No
9/10/2021,VL (HK) LIMITED,PO16567,12/8/2021,5401,1668,,,,147808474,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,8.69,No
9/10/2021,VL (HK) LIMITED,PO16567,12/8/2021,5425,4152,,,,147808474,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.21,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5437,1692,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,7.2,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5323,1848,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.28,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5327,816,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.78,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5329,930,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,2.22,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5330,2490,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,1.1,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5393,4122,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,1.2,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5300,384,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4.58,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5438,576,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,4,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5436,932,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.44,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5401,1224,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,8.69,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5425,696,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,9.21,No
9/10/2021,VL (HK) LIMITED,PO16568,10/27/2021,5602,1104,,,,147808469,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,6.6,No
9/10/2021,Shining Era Enterprise Limited,PO16569,12/3/2021,1899,175,,,,16437546,Fred Meyer Inc DBA Kroger IMPORT,2/13/2022,Pending Receipt,156,No
9/10/2021,Shining Era Enterprise Limited,PO16570,12/3/2021,1899,175,,,,16437526,Fred Meyer Inc DBA Kroger IMPORT,2/13/2022,Pending Receipt,156,No
9/10/2021,Shining Era Enterprise Limited,PO16571,12/1/2021,1932,165,,,,144747301,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16572,12/1/2021,2023,132,,,,186399917,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16573,12/1/2021,2023,132,,,,186399918,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16574,12/2/2021,1932,165,,,,144747302,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16575,12/2/2021,1932,165,,,,144747303,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16576,12/2/2021,1932,165,,,,144747304,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16577,12/3/2021,1932,165,,,,144747418,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16578,12/3/2021,1932,165,,,,144747419,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16579,12/3/2021,1932,165,,,,144747438,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16580,12/3/2021,2023,132,,,,186399919,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16581,12/3/2021,2023,132,,,,186399920,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16582,12/4/2021,1932,165,,,,144747439,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16583,12/4/2021,1932,165,,,,144747440,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16584,12/4/2021,1932,165,,,,144747441,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16585,12/4/2021,2023,132,,,,186399921,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16586,12/4/2021,2023,132,,,,186399922,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16587,12/5/2021,1932,165,,,,144745998,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16588,12/5/2021,1932,165,,,,144747083,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16589,12/5/2021,1932,165,,,,144747084,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16590,12/5/2021,2023,99,,,,186399923,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16591,12/5/2021,2023,99,,,,186399924,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16592,12/5/2021,2092,225,,,,147357266,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16593,12/5/2021,2092,225,,,,147357267,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16594,12/5/2021,2092,225,,,,147357268,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16595,12/5/2021,2092,225,,,,147357269,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16596,12/5/2021,2092,225,,,,147357270,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16597,12/6/2021,1932,165,,,,144747085,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16598,12/6/2021,1932,165,,,,144747086,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16599,12/6/2021,1932,165,,,,144747087,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16600,12/6/2021,2023,132,,,,186399925,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16601,12/7/2021,1932,165,,,,144747088,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16602,12/7/2021,1932,165,,,,144747089,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16603,12/7/2021,1932,165,,,,144747090,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16604,12/7/2021,2023,99,,,,186399926,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16605,12/7/2021,2023,99,,,,186399927,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16606,12/7/2021,2092,225,,,,147357291,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16607,12/7/2021,2092,225,,,,147357292,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16608,12/7/2021,2092,225,,,,147357298,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16609,12/7/2021,2092,225,,,,147357299,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16610,12/7/2021,2092,225,,,,147357300,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16611,12/8/2021,1932,165,,,,144747091,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16612,12/8/2021,1932,165,,,,144747092,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16613,12/8/2021,1932,165,,,,144747093,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16614,12/8/2021,2023,99,,,,186399928,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16615,12/8/2021,2023,99,,,,186399929,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16616,12/8/2021,1933,552,,,,186400042,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,48,No
9/10/2021,Shining Era Enterprise Limited,PO16617,12/8/2021,1933,552,,,,186400043,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,48,No
9/10/2021,Shining Era Enterprise Limited,PO16618,12/8/2021,1933,552,,,,186400044,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,48,No
9/10/2021,Shining Era Enterprise Limited,PO16619,12/8/2021,1933,552,,,,186400045,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,48,No
9/10/2021,Shining Era Enterprise Limited,PO16620,12/8/2021,1933,640,,,,186400046,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,48,No
9/10/2021,Shining Era Enterprise Limited,PO16621,12/8/2021,2015,379,,,,186400093,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,92,No
9/10/2021,Shining Era Enterprise Limited,PO16622,12/8/2021,2015,379,,,,186400094,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,92,No
9/10/2021,Shining Era Enterprise Limited,PO16623,12/8/2021,2015,379,,,,186400095,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,92,No
9/10/2021,Shining Era Enterprise Limited,PO16624,12/8/2021,2015,379,,,,186400096,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,92,No
9/10/2021,Shining Era Enterprise Limited,PO16625,12/9/2021,1932,165,,,,144747094,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16626,12/9/2021,1932,165,,,,144747095,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16627,12/9/2021,1932,165,,,,144747096,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16628,12/9/2021,2023,99,,,,186399930,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16629,12/9/2021,2023,99,,,,186399931,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16630,12/9/2021,2092,225,,,,147357301,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16631,12/9/2021,2092,225,,,,147357302,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16632,12/9/2021,2092,225,,,,147357303,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16633,12/9/2021,2092,225,,,,147357372,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16634,12/9/2021,2092,225,,,,147357384,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16635,12/9/2021,2092,225,,,,147357385,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16636,12/10/2021,1932,165,,,,144747119,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16637,12/10/2021,1932,165,,,,144747120,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16638,12/10/2021,1932,165,,,,144747172,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16639,12/10/2021,2023,132,,,,186399932,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16640,12/10/2021,2023,132,,,,186399933,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16641,12/11/2021,1932,165,,,,144747173,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16642,12/11/2021,1932,165,,,,144747199,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16643,12/11/2021,1932,165,,,,144747200,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16644,12/11/2021,2023,99,,,,186399934,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16645,12/11/2021,2023,99,,,,186399935,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16646,12/11/2021,2092,225,,,,147357387,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16647,12/11/2021,2092,225,,,,147357388,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16648,12/11/2021,2092,225,,,,147357389,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16649,12/12/2021,1932,165,,,,144747201,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16650,12/12/2021,1932,165,,,,144747202,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16651,12/12/2021,1932,165,,,,144748158,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16652,12/12/2021,2023,132,,,,186399936,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16653,12/12/2021,2023,132,,,,186399937,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16654,12/12/2021,2092,225,,,,147357390,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16655,12/12/2021,2092,225,,,,147357391,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16656,12/12/2021,2092,225,,,,147357392,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16657,12/13/2021,1932,165,,,,144747482,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16658,12/13/2021,1932,165,,,,144747483,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16659,12/13/2021,1932,165,,,,144748159,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16660,12/13/2021,2023,132,,,,186399938,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16661,12/13/2021,2023,132,,,,186399939,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16662,12/14/2021,1932,165,,,,144747498,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16663,12/14/2021,1932,165,,,,144747499,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16664,12/14/2021,1932,165,,,,144747500,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16665,12/14/2021,2023,132,,,,186399940,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16666,12/14/2021,2023,99,,,,186399941,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16667,12/14/2021,2092,225,,,,147357140,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16668,12/14/2021,2092,225,,,,147357393,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16669,12/14/2021,2092,225,,,,147357394,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16670,12/14/2021,2092,225,,,,147357395,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16671,12/14/2021,2092,225,,,,147357409,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16672,12/15/2021,1932,165,,,,144747501,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16673,12/15/2021,1932,165,,,,144747502,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16674,12/15/2021,1932,165,,,,144747503,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16675,12/15/2021,2023,132,,,,186399942,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16676,12/15/2021,2023,99,,,,186399943,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16677,12/16/2021,1932,165,,,,144747504,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16678,12/16/2021,1932,165,,,,144747625,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16679,12/16/2021,1932,165,,,,144748129,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16680,12/16/2021,2023,99,,,,186399944,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16681,12/16/2021,2023,99,,,,186399945,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16682,12/16/2021,2092,225,,,,147357159,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16683,12/16/2021,2092,225,,,,147357160,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16684,12/16/2021,2092,225,,,,147357237,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16685,12/16/2021,2092,225,,,,147357246,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16686,12/16/2021,2092,225,,,,147357272,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,136.3,No
9/10/2021,Shining Era Enterprise Limited,PO16687,12/17/2021,1932,165,,,,144748130,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16688,12/17/2021,1932,165,,,,144748131,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16689,12/17/2021,1932,165,,,,144748132,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16690,12/17/2021,2023,99,,,,186399946,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16691,12/17/2021,2023,99,,,,186399947,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,0,No
9/10/2021,Shining Era Enterprise Limited,PO16692,12/18/2021,1932,165,,,,144748133,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16693,12/18/2021,1932,165,,,,144748134,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
9/10/2021,Shining Era Enterprise Limited,PO16694,12/18/2021,1932,165,,,,144748135,Lowes.com : Lowes IMPORT,9/24/2021,Pending Receipt,170,No
