"North Atlantic Imports, LLC",,,,,,,,,,,,,,,,,,,,,
NAI,,,,,,,,,,,,,,,,,,,,,
Custom Stock Ledger YTD Xudong,,,,,,,,,,,,,,,,,,,,,
"January 1, 2021 - October 25, 2021",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item ,Location ,Description ,Class ,Department ,Subsidiary ,Beginning Inv Qty On-hand ,Beginning Average Cost ,Beginning Inv On-hand Value ,Receipts ,Other Inv Inputs ,Total Input Quantity ,Value of Inputs ,Last Receipt Date ,Sales ,Other Inv Outputs ,Total Output Quantity ,Value of Outputs ,LAST SALES DATE ,Ending Inv Qty On-hand ,Ending Average Cost ,Ending Inv On-hand Value 
5510,Transit,22in Tabletop Griddle w/Hood Carry Bag,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,"6,501",0,"6,501","$61,759.50 ",9/21/2021,0,"3,000","3,000","$28,500.00 ",,"3,501",$9.50 ,"$33,259.50 "
5510,Damaged Location BP,22in Tabletop Griddle w/Hood Carry Bag,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,9,9,$85.50 ,,0,0,0,$0.00 ,,9,$9.50 ,$85.50 
5510,BPUT1,22in Tabletop Griddle w/Hood Carry Bag,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"3,003","3,003","$28,528.50 ",,"2,951",9,"2,960","$28,120.00 ",10/22/2021,43,$9.50 ,$408.50 
5515,Returns Received,Egg Ring/Omelet Ring Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$14.60 ,,0,2,2,$14.60 ,,0,$0.00 ,$0.00 
5515,Damaged Location BP,Egg Ring/Omelet Ring Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,11,11,$73.00 ,,0,11,11,$73.00 ,,0,$0.00 ,$0.00 
5515,Transit,Egg Ring/Omelet Ring Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,"27,000",0,"27,000","$197,100.00 ",9/17/2021,0,"21,000","21,000","$153,300.00 ",,"6,000",$7.30 ,"$43,800.00 "
5515,BPUT1,Egg Ring/Omelet Ring Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"21,028","21,028","$153,504.40 ",,"11,892",25,"11,917","$86,994.10 ",10/22/2021,"9,111",$7.30 ,"$66,510.30 "
5515,Retail Store,Egg Ring/Omelet Ring Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$36.50 ,,6,0,6,$36.50 ,7/14/2021,0,$0.00 ,$0.00 
5516,BPUT1,30 piece accessory kit,- No Class -,- No Department -,NAI,"2,061",$23.92 ,"$49,299.12 ",0,2,2,$47.84 ,,"2,060",3,"2,063","$49,346.96 ",1/21/2021,0,$0.00 ,$0.00 
5516,Transit,30 piece accessory kit,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,"8,320",0,"8,320","$199,014.40 ",10/17/2021,0,0,0,$0.00 ,,"8,320",$23.92 ,"$199,014.40 "
5516,Damaged Location BP,30 piece accessory kit,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$71.76 ,,0,3,3,$71.76 ,,0,$0.00 ,$0.00 
5557,Transit,,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,20,0,20,$190.00 ,9/12/2021,0,0,0,$0.00 ,,20,$9.50 ,$190.00 
5564,Transit,,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,410,0,410,"$8,008.20 ",9/13/2021,0,410,410,"$8,008.20 ",,0,$0.00 ,$0.00 
5564,BPUT1,,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,410,410,"$8,008.20 ",,10,0,10,$208.20 ,8/17/2021,400,$19.50 ,"$7,800.00 "
5565,Transit,,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,"8,468",0,"8,468","$45,981.24 ",9/19/2021,0,0,0,$0.00 ,,"8,468",$5.43 ,"$45,981.24 "
5566,Transit,"Heavy duty polyester, PVC lined fabric Designed to fit all 22in tabletop griddles with and without hoods Adventure ready themed colors",2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,"6,120",0,"6,120","$39,474.00 ",9/12/2021,0,0,0,$0.00 ,,"6,120",$6.45 ,"$39,474.00 "
5606,BPUT1,Meat Lovers Tool Kit,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,500,500,"$8,444.88 ",,500,0,500,"$8,444.88 ",9/13/2021,0,$0.00 ,$0.00 
5607,BPUT1,Air Fryer Tool Kit,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,500,500,"$7,941.58 ",,500,0,500,"$7,941.58 ",9/13/2021,0,$0.00 ,$0.00 
5634,BPUT1,,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"3,687","3,687","$6,562.86 ",,3,0,3,$5.34 ,10/19/2021,"3,684",$1.78 ,"$6,557.52 "
8000,Retail Store,E-Series 17in Tabletop Electric Griddle,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,5,5,$354.05 ,,5,0,5,$354.05 ,4/19/2021,0,$0.00 ,$0.00 
8000,Transit,E-Series 17in Tabletop Electric Griddle,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,"4,012",0,"4,012","$284,089.72 ",2/14/2021,0,"4,012","4,012","$284,089.72 ",,0,$0.00 ,$0.00 
8000,Damaged Location BP,E-Series 17in Tabletop Electric Griddle,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,16,16,"$1,132.96 ",,0,16,16,"$1,132.96 ",,0,$0.00 ,$0.00 
8000,BPUT1,E-Series 17in Tabletop Electric Griddle,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,"4,024","4,024","$284,939.44 ",,"4,007",17,"4,024","$284,939.44 ",5/9/2021,0,$0.00 ,$0.00 
8001,Damaged Location BP,E-Series 22in Tabletop Electric Griddle,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,8,8,$364.32 ,,0,8,8,$364.32 ,,0,$0.00 ,$0.00 
8001,Retail Store,E-Series 22in Tabletop Electric Griddle,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$288.42 ,,4,0,4,$146.74 ,10/15/2021,2,$70.84 ,$141.68 
8001,BPUT1,E-Series 22in Tabletop Electric Griddle,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,2,770,772,"$70,313.76 ",5/7/2021,759,3,762,"$69,402.96 ",10/21/2021,10,$91.08 ,$910.80 
8001,Transit,E-Series 22in Tabletop Electric Griddle,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,"2,998",0,"2,998","$273,057.84 ",9/9/2021,0,770,770,"$70,131.60 ",,"2,228",$91.08 ,"$202,926.24 "
8001,Returns Received,E-Series 22in Tabletop Electric Griddle,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,7,7,$637.56 ,,0,7,7,$637.56 ,,0,$0.00 ,$0.00 
8003,BPUT1,"22"" E-Series Electric Tabletop Griddle w/Cart Bundle",- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$241.90 ,,2,0,2,$241.90 ,4/26/2021,0,$0.00 ,$0.00 
8003,Transit,"22"" E-Series Electric Tabletop Griddle w/Cart Bundle",- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,2,0,2,$241.90 ,4/22/2021,0,2,2,$241.90 ,,0,$0.00 ,$0.00 
80115,A Zollinger's,,RPS - Replacement Parts,- No Department -,NAI,50,$0.00 ,$0.00 ,,,,,,,,,,,50,$0.00 ,$0.00 
80303,A Zollinger's,,RPS - Replacement Parts,- No Department -,NAI,15,$0.00 ,$0.00 ,,,,,,,,,,,15,$0.00 ,$0.00 
8203,BPUT2,E-series 3 pc Griddle Tool Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"16,918","16,918","$104,849.41 ",,0,2,2,$12.46 ,,"16,916",$6.20 ,"$104,836.95 "
8203,Retail Store,E-series 3 pc Griddle Tool Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,18,18,$109.98 ,,16,2,18,$109.98 ,8/27/2021,0,$0.00 ,$0.00 
8203,BPUT1,E-series 3 pc Griddle Tool Kit,2.3 - Griddle Accessories,- No Department -,NAI,4,$6.10 ,$24.40 ,0,"47,482","47,482","$291,324.18 ",,"26,027","8,424","34,451","$210,819.61 ",10/25/2021,"13,035",$6.18 ,"$80,528.97 "
8203,Transit,E-series 3 pc Griddle Tool Kit,2.3 - Griddle Accessories,- No Department -,NAI,"2,790",$6.10 ,"$17,019.00 ","63,174",0,"63,174","$389,411.40 ",10/7/2021,0,"56,000","56,000","$344,374.43 ",,"9,964",$6.23 ,"$62,055.97 "
8203,Damaged Location BP,E-series 3 pc Griddle Tool Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,22,22,$134.72 ,,0,18,18,$109.98 ,,4,$6.19 ,$24.74 
90252,A Zollinger's,,RPS - Replacement Parts,- No Department -,NAI,20,$0.00 ,$0.00 ,,,,,,,,,,,20,$0.00 ,$0.00 
90424,A Zollinger's,,RPS - Replacement Parts,- No Department -,NAI,30,$0.00 ,$0.00 ,,,,,,,,,,,30,$0.00 ,$0.00 
"Discontinued 22"" Grease Cup",A Zollinger's,"Discontinued 22"" Grease Cup",MISC,- No Department -,NAI,1,$0.00 ,$0.00 ,,,,,,,,,,,1,$0.00 ,$0.00 
Dollar Bin,Retail Store,,- No Class -,- No Department -,NAI,18,$0.00 ,$0.00 ,0,102,102,$0.00 ,,115,3,118,$0.00 ,8/4/2021,2,$0.00 ,$0.00 
Dollar Bin,Damaged Location BP,,- No Class -,- No Department -,NAI,75,$0.00 ,$0.00 ,0,20,20,$0.00 ,,0,95,95,$0.00 ,,0,$0.00 ,$0.00 
Misc,Retail Store,,MISC,- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$0.00 ,,3,0,3,$0.00 ,6/15/2021,0,$0.00 ,$0.00 
Misc,BPUT1,,MISC,- No Department -,NAI,103,$0.00 ,$0.00 ,0,550,550,$0.00 ,,400,3,403,$0.00 ,10/22/2021,250,$0.00 ,$0.00 
RP 1146,BPUT1,Front Grease Griddle Top..(10 gauge steel) (36 LBS.),RPS - Replacement Parts,- No Department -,NAI,49,$0.00 ,$0.00 ,0,0,0,$0.00 ,,6,5,11,$0.00 ,8/30/2021,38,$0.00 ,$0.00 
RP 1519a,BPUT2,"RP 1519A 36"" FRONT GREASE TOP",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,60,60,$0.00 ,,0,0,0,$0.00 ,,60,$0.00 ,$0.00 
RP 1519a,Damaged Location BP,"RP 1519A 36"" FRONT GREASE TOP",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
RP 1519a,BPUT1,"RP 1519A 36"" FRONT GREASE TOP",RPS - Replacement Parts,- No Department -,NAI,82,$0.00 ,$0.00 ,0,1,1,$0.00 ,,16,61,77,$0.00 ,10/20/2021,6,$0.00 ,$0.00 
RP 1543-0,BPUT1,RP 1543-0 Plastic Pancake Dispenser,RPS - Replacement Parts,- No Department -,NAI,326,$0.00 ,$0.00 ,0,34,34,$0.00 ,,351,3,354,$0.00 ,10/21/2021,6,$0.00 ,$0.00 
RP 1543-0,Returns Received,RP 1543-0 Plastic Pancake Dispenser,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
RP 1554 MANUAL,A Zollinger's,1554 MANUAL,RPS - Replacement Parts,- No Department -,NAI,7,$0.00 ,$0.00 ,,,,,,,,,,,7,$0.00 ,$0.00 
RP 1605 M,A Zollinger's,,RPS - Replacement Parts,- No Department -,NAI,9,$0.00 ,$0.00 ,,,,,,,,,,,9,$0.00 ,$0.00 
RP 1620.1,BPUT1,SIDE SHELF (5 LBS),RPS - Replacement Parts,- No Department -,NAI,65,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,65,65,$0.00 ,,0,$0.00 ,$0.00 
RP 1665 M,BPUT1,RP 1665 MANUAL,MISC,- No Department -,NAI,14,$0.00 ,$0.00 ,,,,,,,,,,,14,$0.00 ,$0.00 
RP 1666 M,A Zollinger's,"22"" MANUAL",RPS - Replacement Parts,- No Department -,NAI,59,$0.00 ,$0.00 ,,,,,,,,,,,59,$0.00 ,$0.00 
RP 5077,BPUT1,"36"" Non-Locking Griddle Top (Rear Grease)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,797,797,$0.00 ,,671,125,796,$0.00 ,10/22/2021,1,$0.00 ,$0.00 
RP 5077,Transit,"36"" Non-Locking Griddle Top (Rear Grease)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,700,0,700,$0.00 ,4/1/2021,0,700,700,$0.00 ,,0,$0.00 ,$0.00 
RP 5077,BPUT2,"36"" Non-Locking Griddle Top (Rear Grease)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,125,125,$0.00 ,,0,78,78,$0.00 ,,47,$0.00 ,$0.00 
RP 5077,Returns Received,"36"" Non-Locking Griddle Top (Rear Grease)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$0.00 ,,0,2,2,$0.00 ,,0,$0.00 ,$0.00 
RP 5078,BPUT1,"Rear Grease Griddle Top (10 gauge steel)"" (REPLACEMENT PART)",RPS - Replacement Parts,- No Department -,NAI,44,$0.00 ,$0.00 ,0,241,241,$0.00 ,,153,90,243,$0.00 ,10/22/2021,42,$0.00 ,$0.00 
RP 5078,BPUT2,"Rear Grease Griddle Top (10 gauge steel)"" (REPLACEMENT PART)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,57,57,$0.00 ,,0,0,0,$0.00 ,,57,$0.00 ,$0.00 
RP 5078,Transit,"Rear Grease Griddle Top (10 gauge steel)"" (REPLACEMENT PART)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,200,0,200,$0.00 ,5/15/2021,0,200,200,$0.00 ,,0,$0.00 ,$0.00 
RP 5433-0,BPUT1,RP 5433-0 --Silicone Mat (from Knife Kit),- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,51,51,$0.00 ,,4,0,4,$0.00 ,8/24/2021,47,$0.00 ,$0.00 
RP 80001,BPUT1,"RP 80001 36"" GRILL BOX WINDSCREEN (5 LBS)",RPS - Replacement Parts,- No Department -,NAI,7,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,2,2,$0.00 ,,5,$0.00 ,$0.00 
RP 80002,BPUT1,"RP 80002 36"" Grill Box Drip Tray",RPS - Replacement Parts,- No Department -,NAI,5,$0.00 ,$0.00 ,0,0,0,$0.00 ,,5,0,5,$0.00 ,6/22/2021,0,$0.00 ,$0.00 
RP 80003,BPUT1,"RP 80003 36"" GRILL BOX Z BRACKETS (Holds drip tray) (6 OZ)",RPS - Replacement Parts,- No Department -,NAI,47,$0.00 ,$0.00 ,0,0,0,$0.00 ,,9,22,31,$0.00 ,6/22/2021,16,$0.00 ,$0.00 
RP 80004,BPUT1,"RP 80004 36"" GRILL BOX GRILL BOX HANGING BRACKETS",RPS - Replacement Parts,- No Department -,NAI,3,$0.00 ,$0.00 ,0,9,9,$0.00 ,,2,0,2,$0.00 ,4/9/2021,10,$0.00 ,$0.00 
RP 80005,BPUT1,"RP 80005 28"" Grill Box Top",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,1,0,1,$0.00 ,4/6/2021,0,$0.00 ,$0.00 
RP 80006,BPUT1,RP 80006 28' GRILL BOX DRIP TRAY (2 LBS),RPS - Replacement Parts,- No Department -,NAI,7,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,7,7,$0.00 ,,0,$0.00 ,$0.00 
RP 80007,BPUT1,"RP 80007 28"" GRILL BOX Z BRACKETS (Holds drip tray) (6 OZ)",RPS - Replacement Parts,- No Department -,NAI,16,$0.00 ,$0.00 ,,,,,,,,,,,16,$0.00 ,$0.00 
RP 80008,BPUT1,"RP 80008 28"" GRILL BOX WINDSCREEN (4 LBS)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,5,5,$0.00 ,,0,0,0,$0.00 ,,5,$0.00 ,$0.00 
RP 80009,BPUT1,"RP 80009 28"" GRILL BOX HANGING BRACKETS",RPS - Replacement Parts,- No Department -,NAI,5,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,0,0,$0.00 ,,6,$0.00 ,$0.00 
RP 80101,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,11,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,5,7,$0.00 ,9/16/2021,4,$0.00 ,$0.00 
RP 80102,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,14,$0.00 ,$0.00 ,0,0,0,$0.00 ,,5,5,10,$0.00 ,9/14/2021,4,$0.00 ,$0.00 
RP 80103,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,80,$0.00 ,$0.00 ,0,0,0,$0.00 ,,3,47,50,$0.00 ,8/3/2021,30,$0.00 ,$0.00 
RP 80104,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,6,$0.00 ,$0.00 ,0,7,7,$0.00 ,,4,0,4,$0.00 ,9/17/2021,9,$0.00 ,$0.00 
RP 80105,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,12,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,0,2,$0.00 ,7/28/2021,10,$0.00 ,$0.00 
RP 80106,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,11,$0.00 ,$0.00 ,0,15,15,$0.00 ,,6,0,6,$0.00 ,7/28/2021,20,$0.00 ,$0.00 
RP 80107,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,23,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,1,3,$0.00 ,7/28/2021,20,$0.00 ,$0.00 
RP 80108,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,23,$0.00 ,$0.00 ,0,0,0,$0.00 ,,1,2,3,$0.00 ,7/28/2021,20,$0.00 ,$0.00 
RP 80109,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,45,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,23,25,$0.00 ,8/3/2021,20,$0.00 ,$0.00 
RP 80110,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,24,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,2,4,$0.00 ,7/28/2021,20,$0.00 ,$0.00 
RP 80111,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,61,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,39,41,$0.00 ,1/8/2021,20,$0.00 ,$0.00 
RP 80112,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,233,$0.00 ,$0.00 ,0,0,0,$0.00 ,,3,200,203,$0.00 ,2/10/2021,30,$0.00 ,$0.00 
RP 80113,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,193,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,161,163,$0.00 ,1/8/2021,30,$0.00 ,$0.00 
RP 80114,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,276,$0.00 ,$0.00 ,0,0,0,$0.00 ,,130,0,130,$0.00 ,7/28/2021,146,$0.00 ,$0.00 
RP 80120,BPUT1,RP 80120 Surround Table Hitch Pin,RPS - Replacement Parts,- No Department -,NAI,10,$0.00 ,$0.00 ,0,50,50,$0.00 ,,14,0,14,$0.00 ,7/28/2021,46,$0.00 ,$0.00 
RP 80121,BPUT1,Short Back Left Thermal Baffle for converting the Surround table to be compatible with Rear Grease Units.,RPS - Replacement Parts,- No Department -,NAI,13,$0.00 ,$0.00 ,0,1,1,$0.00 ,,5,0,5,$0.00 ,8/30/2021,9,$0.00 ,$0.00 
RP 80121,Returns Received,Short Back Left Thermal Baffle for converting the Surround table to be compatible with Rear Grease Units.,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
RP 80122,BPUT1,Short Back Right Thermal Baffle for converting the Surround table to be compatible with Rear Grease Units.,RPS - Replacement Parts,- No Department -,NAI,15,$0.00 ,$0.00 ,0,0,0,$0.00 ,,4,0,4,$0.00 ,5/11/2021,11,$0.00 ,$0.00 
RP 80202,Returns Received,M4 x10 Screw(Hard cover Screw),RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,10,10,$0.00 ,,0,10,10,$0.00 ,,0,$0.00 ,$0.00 
RP 80202,BPUT1,M4 x10 Screw(Hard cover Screw),RPS - Replacement Parts,- No Department -,NAI,"13,847",$0.00 ,$0.00 ,0,"2,289","2,289",$0.00 ,,"3,686",0,"3,686",$0.00 ,10/22/2021,"12,450",$0.00 ,$0.00 
RP 80203,BPUT1,"RP 80203 Hard Cover Hanging Brackets used on the 50"", 36"", & 28"" Hard Covers.",RPS - Replacement Parts,- No Department -,NAI,121,$0.00 ,$0.00 ,0,430,430,$0.00 ,,550,0,550,$0.00 ,10/20/2021,1,$0.00 ,$0.00 
RP 80203,Transit,"RP 80203 Hard Cover Hanging Brackets used on the 50"", 36"", & 28"" Hard Covers.",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,200,0,200,$0.00 ,4/22/2021,0,200,200,$0.00 ,,0,$0.00 ,$0.00 
RP 80204,BPUT1,"RP 80204, M4 Nut",- No Class -,- No Department -,NAI,648,$0.00 ,$0.00 ,0,430,430,$0.00 ,,238,0,238,$0.00 ,10/15/2021,840,$0.00 ,$0.00 
RP 80210,BPUT1,"Grey Powder Coat 36"" hard cover (no handles or hanging brackets)",RPS - Replacement Parts,- No Department -,NAI,127,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,111,113,$0.00 ,7/12/2021,14,$0.00 ,$0.00 
RP 80210,HQ,"Grey Powder Coat 36"" hard cover (no handles or hanging brackets)",RPS - Replacement Parts,- No Department -,NAI,105,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,105,105,$0.00 ,,0,$0.00 ,$0.00 
RP 80210,BPUT2,"Grey Powder Coat 36"" hard cover (no handles or hanging brackets)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,36,36,$0.00 ,,0,0,0,$0.00 ,,36,$0.00 ,$0.00 
RP 80211,BPUT1,RP 80211 Tall Hard Cover Handle,RPS - Replacement Parts,- No Department -,NAI,1,$0.00 ,$0.00 ,0,"2,135","2,135",$0.00 ,,"2,102",1,"2,103",$0.00 ,10/22/2021,33,$0.00 ,$0.00 
RP 80211,Transit,RP 80211 Tall Hard Cover Handle,RPS - Replacement Parts,- No Department -,NAI,"2,000",$0.00 ,$0.00 ,800,0,800,$0.00 ,10/16/2021,0,"2,000","2,000",$0.00 ,,800,$0.00 ,$0.00 
RP 80211,Retail Store,RP 80211 Tall Hard Cover Handle,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,1,0,1,$0.00 ,1/18/2021,0,$0.00 ,$0.00 
RP 80211,Returns Received,RP 80211 Tall Hard Cover Handle,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
RP 80219,BPUT1,RP 80219 1818 Hard Cover Hanging Bracket,RPS - Replacement Parts,- No Department -,NAI,249,$0.00 ,$0.00 ,0,0,0,$0.00 ,,8,0,8,$0.00 ,7/12/2021,241,$0.00 ,$0.00 
RP 80228,BPUT1,"RP 80228-28"" Hard Cover Main Piece",- No Class -,- No Department -,NAI,19,$0.00 ,$0.00 ,0,35,35,$0.00 ,,11,2,13,$0.00 ,10/15/2021,41,$0.00 ,$0.00 
RP 80228,Transit,"RP 80228-28"" Hard Cover Main Piece",- No Class -,- No Department -,NAI,35,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,35,35,$0.00 ,,0,$0.00 ,$0.00 
RP 80236,BPUT2,"RP 80236 36"" Hard Cover Main Cover Piece ONLY",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,32,32,$0.00 ,,0,7,7,$0.00 ,,25,$0.00 ,$0.00 
RP 80236,Transit,"RP 80236 36"" Hard Cover Main Cover Piece ONLY",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,204,0,204,$0.00 ,9/25/2021,0,200,200,$0.00 ,,4,$0.00 ,$0.00 
RP 80236,BPUT1,"RP 80236 36"" Hard Cover Main Cover Piece ONLY",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,241,241,$0.00 ,,202,34,236,$0.00 ,10/22/2021,5,$0.00 ,$0.00 
RP 80301,BPUT2,"Griddle Stand Base Stripped (frame only - no orange panel, no legs)",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,60,60,$0.00 ,,0,0,0,$0.00 ,,60,$0.00 ,$0.00 
RP 80301,BPUT1,"Griddle Stand Base Stripped (frame only - no orange panel, no legs)",RPS - Replacement Parts,- No Department -,NAI,117,$0.00 ,$0.00 ,0,17,17,$0.00 ,,68,61,129,$0.00 ,10/20/2021,5,$0.00 ,$0.00 
RP 80302,BPUT1,"RP 80302 22""/17"" Large Shelf Washer",RPS - Replacement Parts,- No Department -,NAI,484,$0.00 ,$0.00 ,0,446,446,$0.00 ,,131,4,135,$0.00 ,10/20/2021,795,$0.00 ,$0.00 
RP 80303,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,75,$0.00 ,$0.00 ,0,18,18,$0.00 ,,93,0,93,$0.00 ,8/27/2021,0,$0.00 ,$0.00 
RP 80307,Returns Received,"RP 80307 22""/17"" Small Shelf Washer",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$0.00 ,,0,4,4,$0.00 ,,0,$0.00 ,$0.00 
RP 80307,BPUT1,"RP 80307 22""/17"" Small Shelf Washer",RPS - Replacement Parts,- No Department -,NAI,372,$0.00 ,$0.00 ,0,16,16,$0.00 ,,162,0,162,$0.00 ,10/20/2021,226,$0.00 ,$0.00 
RP 80309,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,154,$0.00 ,$0.00 ,0,1,1,$0.00 ,,120,26,146,$0.00 ,10/15/2021,9,$0.00 ,$0.00 
RP 80309,Returns Received,,RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
RP 80310,BPUT1,,RPS - Replacement Parts,- No Department -,NAI,178,$0.00 ,$0.00 ,0,0,0,$0.00 ,,86,22,108,$0.00 ,10/21/2021,70,$0.00 ,$0.00 
RP 80400,BPUT1,RP 80400 -- 17 Inch Hood Base,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,7,7,$0.00 ,,4,0,4,$0.00 ,8/17/2021,3,$0.00 ,$0.00 
RP 80401,Transit,"RP 80401 17""/22""/28"" Hood Handle",RPS - Replacement Parts,- No Department -,NAI,0,$0.00 ,$0.00 ,10,0,10,$0.00 ,3/1/2021,0,10,10,$0.00 ,,0,$0.00 ,$0.00 
